episode,reward,agent
16638,-1,Q-Learning
16639,1,CFR
16639,-1,Q-Learning
16640,1,CFR
16640,-1,Q-Learning
16641,1,CFR
16641,-2,Q-Learning
16642,-1,CFR
16642,-1,Q-Learning
16643,1,CFR
16643,-1,Q-Learning
16644,-1,CFR
16644,1,Q-Learning
16645,1,CFR
16645,-1,Q-Learning
16646,-1,CFR
16646,1,Q-Learning
16647,-1,CFR
16647,2,Q-Learning
16648,1,CFR
16648,-1,Q-Learning
16649,-1,CFR
16649,1,Q-Learning
16650,-1,CFR
16650,1,Q-Learning
16651,-1,CFR
16651,-1,Q-Learning
16652,-1,CFR
16652,1,Q-Learning
16653,-1,CFR
16653,-1,Q-Learning
16654,2,CFR
16654,1,Q-Learning
16655,-1,CFR
16655,1,Q-Learning
16656,1,CFR
16656,2,Q-Learning
16657,-2,CFR
16657,-1,Q-Learning
16658,1,CFR
16658,-1,Q-Learning
16659,1,CFR
16659,2,Q-Learning
16660,1,CFR
16660,-1,Q-Learning
16661,1,CFR
16661,-1,Q-Learning
16662,-2,CFR
16662,-1,Q-Learning
16663,-1,CFR
16663,1,Q-Learning
16664,2,CFR
16664,2,Q-Learning
16665,-1,CFR
16665,1,Q-Learning
16666,2,CFR
16666,2,Q-Learning
16667,-2,CFR
16667,-1,Q-Learning
16668,1,CFR
16668,1,Q-Learning
16669,-1,CFR
16669,-2,Q-Learning
16670,-1,CFR
16670,2,Q-Learning
16671,1,CFR
16671,-1,Q-Learning
16672,-1,CFR
16672,1,Q-Learning
16673,2,CFR
16673,-1,Q-Learning
16674,-1,CFR
16674,2,Q-Learning
16675,1,CFR
16675,1,Q-Learning
16676,-1,CFR
16676,-1,Q-Learning
16677,-2,CFR
16677,1,Q-Learning
16678,1,CFR
16678,-1,Q-Learning
16679,1,CFR
16679,1,Q-Learning
16680,1,CFR
16680,-1,Q-Learning
16681,2,CFR
16681,1,Q-Learning
16682,1,CFR
16682,1,Q-Learning
16683,-1,CFR
16683,-1,Q-Learning
16684,-1,CFR
16684,1,Q-Learning
16685,-1,CFR
16685,1,Q-Learning
16686,1,CFR
16686,1,Q-Learning
16687,-1,CFR
16687,2,Q-Learning
16688,-2,CFR
16688,1,Q-Learning
16689,-1,CFR
16689,-1,Q-Learning
16690,1,CFR
16690,-1,Q-Learning
16691,-1,CFR
16691,1,Q-Learning
16692,-1,CFR
16692,-1,Q-Learning
16693,-1,CFR
16693,1,Q-Learning
16694,1,CFR
16694,1,Q-Learning
16695,-1,CFR
16695,-1,Q-Learning
16696,-1,CFR
16696,-1,Q-Learning
16697,-1,CFR
16697,-1,Q-Learning
16698,-1,CFR
16698,1,Q-Learning
16699,-1,CFR
16699,1,Q-Learning
16700,-2,CFR
16700,-1,Q-Learning
16701,-1,CFR
16701,-1,Q-Learning
16702,2,CFR
16702,-1,Q-Learning
16703,1,CFR
16703,2,Q-Learning
16704,1,CFR
16704,-1,Q-Learning
16705,-1,CFR
16705,-1,Q-Learning
16706,2,CFR
16706,-1,Q-Learning
16707,-1,CFR
16707,-1,Q-Learning
16708,-1,CFR
16708,2,Q-Learning
16709,-1,CFR
16709,1,Q-Learning
16710,-1,CFR
16710,-2,Q-Learning
16711,1,CFR
16711,-1,Q-Learning
16712,1,CFR
16712,-1,Q-Learning
16713,1,CFR
16713,-1,Q-Learning
16714,-1,CFR
16714,-1,Q-Learning
16715,-2,CFR
16715,2,Q-Learning
16716,1,CFR
16716,-1,Q-Learning
16717,-1,CFR
16717,-1,Q-Learning
16718,-1,CFR
16718,1,Q-Learning
16719,-1,CFR
16719,2,Q-Learning
16720,-1,CFR
16720,-1,Q-Learning
16721,-1,CFR
16721,-1,Q-Learning
16722,1,CFR
16722,-1,Q-Learning
16723,1,CFR
16723,-1,Q-Learning
16724,2,CFR
16724,2,Q-Learning
16725,1,CFR
16725,2,Q-Learning
16726,2,CFR
16726,2,Q-Learning
16727,1,CFR
16727,1,Q-Learning
16728,-1,CFR
16728,1,Q-Learning
16729,-2,CFR
16729,-2,Q-Learning
16730,-1,CFR
16730,1,Q-Learning
16731,2,CFR
16731,-2,Q-Learning
16732,-1,CFR
16732,-1,Q-Learning
16733,-1,CFR
16733,-2,Q-Learning
16734,1,CFR
16734,1,Q-Learning
16735,1,CFR
16735,-1,Q-Learning
16736,-1,CFR
16736,1,Q-Learning
16737,1,CFR
16737,1,Q-Learning
16738,-2,CFR
16738,1,Q-Learning
16739,1,CFR
16739,1,Q-Learning
16740,1,CFR
16740,1,Q-Learning
16741,1,CFR
16741,1,Q-Learning
16742,1,CFR
16742,-1,Q-Learning
16743,1,CFR
16743,-1,Q-Learning
16744,-1,CFR
16744,-2,Q-Learning
16745,1,CFR
16745,-1,Q-Learning
16746,1,CFR
16746,2,Q-Learning
16747,-2,CFR
16747,-1,Q-Learning
16748,-1,CFR
16748,-1,Q-Learning
16749,-1,CFR
16749,-1,Q-Learning
16750,1,CFR
16750,1,Q-Learning
16751,1,CFR
16751,2,Q-Learning
16752,-1,CFR
16752,1,Q-Learning
16753,1,CFR
16753,1,Q-Learning
16754,1,CFR
16754,1,Q-Learning
16755,-1,CFR
16755,-1,Q-Learning
16756,-1,CFR
16756,1,Q-Learning
16757,1,CFR
16757,-2,Q-Learning
16758,1,CFR
16758,-1,Q-Learning
16759,1,CFR
16759,1,Q-Learning
16760,-1,CFR
16760,-1,Q-Learning
16761,1,CFR
16761,-1,Q-Learning
16762,1,CFR
16762,-1,Q-Learning
16763,-2,CFR
16763,1,Q-Learning
16764,1,CFR
16764,-1,Q-Learning
16765,-1,CFR
16765,1,Q-Learning
16766,2,CFR
16766,1,Q-Learning
16767,-1,CFR
16767,1,Q-Learning
16768,-1,CFR
16768,1,Q-Learning
16769,-1,CFR
16769,1,Q-Learning
16770,2,CFR
16770,1,Q-Learning
16771,-1,CFR
16771,1,Q-Learning
16772,1,CFR
16772,-1,Q-Learning
16773,-1,CFR
16773,-1,Q-Learning
16774,-1,CFR
16774,1,Q-Learning
16775,2,CFR
16775,-1,Q-Learning
16776,-1,CFR
16776,-1,Q-Learning
16777,-1,CFR
16777,-1,Q-Learning
16778,-2,CFR
16778,-1,Q-Learning
16779,1,CFR
16779,1,Q-Learning
16780,1,CFR
16780,-1,Q-Learning
16781,-1,CFR
16781,-1,Q-Learning
16782,1,CFR
16782,-2,Q-Learning
16783,2,CFR
16783,1,Q-Learning
16784,2,CFR
16784,-2,Q-Learning
16785,-1,CFR
16785,2,Q-Learning
16786,-1,CFR
16786,1,Q-Learning
16787,-2,CFR
16787,1,Q-Learning
16788,1,CFR
16788,1,Q-Learning
16789,1,CFR
16789,1,Q-Learning
16790,-1,CFR
16790,1,Q-Learning
16791,1,CFR
16791,-1,Q-Learning
16792,-1,CFR
16792,-1,Q-Learning
16793,-2,CFR
16793,1,Q-Learning
16794,1,CFR
16794,-1,Q-Learning
16795,1,CFR
16795,-2,Q-Learning
16796,1,CFR
16796,-1,Q-Learning
16797,-1,CFR
16797,1,Q-Learning
16798,-2,CFR
16798,1,Q-Learning
16799,-1,CFR
16799,-1,Q-Learning
16800,-1,CFR
16800,1,Q-Learning
16801,-1,CFR
16801,-2,Q-Learning
16802,-2,CFR
16802,1,Q-Learning
16803,1,CFR
16803,1,Q-Learning
16804,-1,CFR
16804,1,Q-Learning
16805,-1,CFR
16805,-2,Q-Learning
16806,-2,CFR
16806,1,Q-Learning
16807,-1,CFR
16807,-1,Q-Learning
16808,-1,CFR
16808,1,Q-Learning
16809,1,CFR
16809,1,Q-Learning
16810,-1,CFR
16810,-1,Q-Learning
16811,1,CFR
16811,-1,Q-Learning
16812,1,CFR
16812,-1,Q-Learning
16813,-1,CFR
16813,-1,Q-Learning
16814,-2,CFR
16814,-2,Q-Learning
16815,1,CFR
16815,1,Q-Learning
16816,1,CFR
16816,-1,Q-Learning
16817,-1,CFR
16817,1,Q-Learning
16818,1,CFR
16818,-1,Q-Learning
16819,2,CFR
16819,-1,Q-Learning
16820,-1,CFR
16820,-2,Q-Learning
16821,1,CFR
16821,1,Q-Learning
16822,-1,CFR
16822,-1,Q-Learning
16823,1,CFR
16823,1,Q-Learning
16824,-1,CFR
16824,-1,Q-Learning
16825,2,CFR
16825,-1,Q-Learning
16826,1,CFR
16826,-1,Q-Learning
16827,2,CFR
16827,-2,Q-Learning
16828,1,CFR
16828,-1,Q-Learning
16829,-1,CFR
16829,-1,Q-Learning
16830,-1,CFR
16830,-1,Q-Learning
16831,2,CFR
16831,1,Q-Learning
16832,-1,CFR
16832,1,Q-Learning
16833,1,CFR
16833,1,Q-Learning
16834,-1,CFR
16834,-2,Q-Learning
16835,-1,CFR
16835,-1,Q-Learning
16836,1,CFR
16836,-1,Q-Learning
16837,-2,CFR
16837,-1,Q-Learning
16838,-1,CFR
16838,-2,Q-Learning
16839,-2,CFR
16839,-1,Q-Learning
16840,2,CFR
16840,-1,Q-Learning
16841,1,CFR
16841,-2,Q-Learning
16842,-1,CFR
16842,1,Q-Learning
16843,2,CFR
16843,-2,Q-Learning
16844,2,CFR
16844,1,Q-Learning
16845,-1,CFR
16845,-1,Q-Learning
16846,2,CFR
16846,1,Q-Learning
16847,-1,CFR
16847,-1,Q-Learning
16848,1,CFR
16848,1,Q-Learning
16849,-1,CFR
16849,-1,Q-Learning
16850,-1,CFR
16850,-1,Q-Learning
16851,-1,CFR
16851,-1,Q-Learning
16852,-2,CFR
16852,1,Q-Learning
16853,1,CFR
16853,1,Q-Learning
16854,1,CFR
16854,2,Q-Learning
16855,1,CFR
16855,-1,Q-Learning
16856,1,CFR
16856,-1,Q-Learning
16857,-1,CFR
16857,1,Q-Learning
16858,-1,CFR
16858,1,Q-Learning
16859,-1,CFR
16859,-1,Q-Learning
16860,1,CFR
16860,-1,Q-Learning
16861,-1,CFR
16861,-1,Q-Learning
16862,-1,CFR
16862,1,Q-Learning
16863,-1,CFR
16863,1,Q-Learning
16864,-1,CFR
16864,1,Q-Learning
16865,1,CFR
16865,1,Q-Learning
16866,1,CFR
16866,-1,Q-Learning
16867,1,CFR
16867,-1,Q-Learning
16868,-1,CFR
16868,1,Q-Learning
16869,1,CFR
16869,-1,Q-Learning
16870,1,CFR
16870,1,Q-Learning
16871,1,CFR
16871,1,Q-Learning
16872,1,CFR
16872,-1,Q-Learning
16873,-1,CFR
16873,-1,Q-Learning
16874,2,CFR
16874,-1,Q-Learning
16875,-2,CFR
16875,1,Q-Learning
16876,2,CFR
16876,-1,Q-Learning
16877,-1,CFR
16877,-1,Q-Learning
16878,-2,CFR
16878,-1,Q-Learning
16879,-1,CFR
16879,-1,Q-Learning
16880,-1,CFR
16880,1,Q-Learning
16881,2,CFR
16881,1,Q-Learning
16882,1,CFR
16882,-1,Q-Learning
16883,1,CFR
16883,-1,Q-Learning
16884,2,CFR
16884,-1,Q-Learning
16885,1,CFR
16885,1,Q-Learning
16886,1,CFR
16886,-1,Q-Learning
16887,-1,CFR
16887,1,Q-Learning
16888,1,CFR
16888,1,Q-Learning
16889,-1,CFR
16889,-1,Q-Learning
16890,-1,CFR
16890,-1,Q-Learning
16891,-1,CFR
16891,-1,Q-Learning
16892,2,CFR
16892,-1,Q-Learning
16893,1,CFR
16893,1,Q-Learning
16894,-1,CFR
16894,-1,Q-Learning
16895,-1,CFR
16895,-1,Q-Learning
16896,1,CFR
16896,-1,Q-Learning
16897,1,CFR
16897,1,Q-Learning
16898,1,CFR
16898,-1,Q-Learning
16899,-2,CFR
16899,-1,Q-Learning
16900,1,CFR
16900,1,Q-Learning
16901,2,CFR
16901,-1,Q-Learning
16902,-1,CFR
16902,1,Q-Learning
16903,1,CFR
16903,-1,Q-Learning
16904,1,CFR
16904,1,Q-Learning
16905,-1,CFR
16905,1,Q-Learning
16906,1,CFR
16906,1,Q-Learning
16907,1,CFR
16907,1,Q-Learning
16908,-1,CFR
16908,1,Q-Learning
16909,1,CFR
16909,1,Q-Learning
16910,1,CFR
16910,1,Q-Learning
16911,1,CFR
16911,-2,Q-Learning
16912,1,CFR
16912,1,Q-Learning
16913,-1,CFR
16913,-1,Q-Learning
16914,1,CFR
16914,-1,Q-Learning
16915,1,CFR
16915,-1,Q-Learning
16916,-1,CFR
16916,-1,Q-Learning
16917,1,CFR
16917,1,Q-Learning
16918,1,CFR
16918,-1,Q-Learning
16919,-2,CFR
16919,1,Q-Learning
16920,-1,CFR
16920,-1,Q-Learning
16921,-1,CFR
16921,-1,Q-Learning
16922,1,CFR
16922,-1,Q-Learning
16923,-2,CFR
16923,-1,Q-Learning
16924,-1,CFR
16924,-1,Q-Learning
16925,-1,CFR
16925,1,Q-Learning
16926,1,CFR
16926,-1,Q-Learning
16927,-2,CFR
16927,1,Q-Learning
16928,-1,CFR
16928,1,Q-Learning
16929,1,CFR
16929,-1,Q-Learning
16930,-1,CFR
16930,1,Q-Learning
16931,-1,CFR
16931,1,Q-Learning
16932,1,CFR
16932,2,Q-Learning
16933,1,CFR
16933,1,Q-Learning
16934,-2,CFR
16934,1,Q-Learning
16935,1,CFR
16935,-1,Q-Learning
16936,-1,CFR
16936,1,Q-Learning
16937,-2,CFR
16937,2,Q-Learning
16938,-1,CFR
16938,1,Q-Learning
16939,2,CFR
16939,-1,Q-Learning
16940,-1,CFR
16940,1,Q-Learning
16941,-1,CFR
16941,1,Q-Learning
16942,-1,CFR
16942,-1,Q-Learning
16943,-1,CFR
16943,2,Q-Learning
16944,2,CFR
16944,-1,Q-Learning
16945,-1,CFR
16945,-1,Q-Learning
16946,-1,CFR
16946,-2,Q-Learning
16947,1,CFR
16947,-1,Q-Learning
16948,-1,CFR
16948,1,Q-Learning
16949,1,CFR
16949,-1,Q-Learning
16950,1,CFR
16950,-1,Q-Learning
16951,-1,CFR
16951,1,Q-Learning
16952,-1,CFR
16952,-1,Q-Learning
16953,1,CFR
16953,-1,Q-Learning
16954,-1,CFR
16954,-1,Q-Learning
16955,2,CFR
16955,1,Q-Learning
16956,-1,CFR
16956,1,Q-Learning
16957,-2,CFR
16957,-1,Q-Learning
16958,1,CFR
16958,1,Q-Learning
16959,-1,CFR
16959,1,Q-Learning
16960,-1,CFR
16960,-1,Q-Learning
16961,2,CFR
16961,1,Q-Learning
16962,-1,CFR
16962,-1,Q-Learning
16963,1,CFR
16963,-1,Q-Learning
16964,-1,CFR
16964,1,Q-Learning
16965,-1,CFR
16965,1,Q-Learning
16966,-1,CFR
16966,-1,Q-Learning
16967,1,CFR
16967,1,Q-Learning
16968,-1,CFR
16968,-2,Q-Learning
16969,-1,CFR
16969,1,Q-Learning
16970,-1,CFR
16970,-1,Q-Learning
16971,1,CFR
16971,-1,Q-Learning
16972,1,CFR
16972,-1,Q-Learning
16973,-2,CFR
16973,-1,Q-Learning
16974,1,CFR
16974,-1,Q-Learning
16975,1,CFR
16975,1,Q-Learning
16976,-1,CFR
16976,1,Q-Learning
16977,2,CFR
16977,-1,Q-Learning
16978,1,CFR
16978,-1,Q-Learning
16979,-1,CFR
16979,2,Q-Learning
16980,-1,CFR
16980,2,Q-Learning
16981,1,CFR
16981,1,Q-Learning
16982,-1,CFR
16982,-1,Q-Learning
16983,-2,CFR
16983,1,Q-Learning
16984,-1,CFR
16984,-1,Q-Learning
16985,-1,CFR
16985,-1,Q-Learning
16986,-1,CFR
16986,1,Q-Learning
16987,1,CFR
16987,-1,Q-Learning
16988,1,CFR
16988,-1,Q-Learning
16989,1,CFR
16989,1,Q-Learning
16990,-1,CFR
16990,1,Q-Learning
16991,1,CFR
16991,-1,Q-Learning
16992,1,CFR
16992,1,Q-Learning
16993,-1,CFR
16993,1,Q-Learning
16994,1,CFR
16994,1,Q-Learning
16995,1,CFR
16995,1,Q-Learning
16996,1,CFR
16996,-1,Q-Learning
16997,1,CFR
16997,1,Q-Learning
16998,-1,CFR
16998,1,Q-Learning
16999,1,CFR
16999,-1,Q-Learning
17000,1,CFR
17000,2,Q-Learning
17001,1,CFR
17001,-1,Q-Learning
17002,-1,CFR
17002,2,Q-Learning
17003,1,CFR
17003,1,Q-Learning
17004,1,CFR
17004,-1,Q-Learning
17005,1,CFR
17005,2,Q-Learning
17006,1,CFR
17006,1,Q-Learning
17007,-1,CFR
17007,1,Q-Learning
17008,-2,CFR
17008,-1,Q-Learning
17009,1,CFR
17009,1,Q-Learning
17010,-2,CFR
17010,1,Q-Learning
17011,-1,CFR
17011,-1,Q-Learning
17012,-1,CFR
17012,1,Q-Learning
17013,1,CFR
17013,-1,Q-Learning
17014,1,CFR
17014,1,Q-Learning
17015,-1,CFR
17015,1,Q-Learning
17016,-1,CFR
17016,-1,Q-Learning
17017,1,CFR
17017,1,Q-Learning
17018,-1,CFR
17018,-1,Q-Learning
17019,-1,CFR
17019,1,Q-Learning
17020,-1,CFR
17020,1,Q-Learning
17021,-1,CFR
17021,1,Q-Learning
17022,1,CFR
17022,-1,Q-Learning
17023,-1,CFR
17023,-1,Q-Learning
17024,-1,CFR
17024,1,Q-Learning
17025,-1,CFR
17025,2,Q-Learning
17026,1,CFR
17026,-1,Q-Learning
17027,-1,CFR
17027,2,Q-Learning
17028,-2,CFR
17028,1,Q-Learning
17029,1,CFR
17029,1,Q-Learning
17030,2,CFR
17030,1,Q-Learning
17031,-1,CFR
17031,-1,Q-Learning
17032,-1,CFR
17032,-1,Q-Learning
17033,2,CFR
17033,1,Q-Learning
17034,2,CFR
17034,-1,Q-Learning
17035,1,CFR
17035,1,Q-Learning
17036,2,CFR
17036,-1,Q-Learning
17037,1,CFR
17037,1,Q-Learning
17038,-2,CFR
17038,1,Q-Learning
17039,2,CFR
17039,1,Q-Learning
17040,-1,CFR
17040,1,Q-Learning
17041,-1,CFR
17041,-1,Q-Learning
17042,-1,CFR
17042,1,Q-Learning
17043,1,CFR
17043,-1,Q-Learning
17044,1,CFR
17044,-1,Q-Learning
17045,1,CFR
17045,1,Q-Learning
17046,-1,CFR
17046,-1,Q-Learning
17047,-1,CFR
17047,1,Q-Learning
17048,1,CFR
17048,-1,Q-Learning
17049,-2,CFR
17049,-1,Q-Learning
17050,1,CFR
17050,-1,Q-Learning
17051,2,CFR
17051,-2,Q-Learning
17052,2,CFR
17052,1,Q-Learning
17053,-2,CFR
17053,-1,Q-Learning
17054,2,CFR
17054,-1,Q-Learning
17055,-2,CFR
17055,-1,Q-Learning
17056,-1,CFR
17056,-1,Q-Learning
17057,-1,CFR
17057,2,Q-Learning
17058,-1,CFR
17058,-1,Q-Learning
17059,1,CFR
17059,1,Q-Learning
17060,1,CFR
17060,1,Q-Learning
17061,-1,CFR
17061,1,Q-Learning
17062,-1,CFR
17062,1,Q-Learning
17063,1,CFR
17063,1,Q-Learning
17064,-1,CFR
17064,-1,Q-Learning
17065,1,CFR
17065,-1,Q-Learning
17066,-2,CFR
17066,-1,Q-Learning
17067,-1,CFR
17067,-1,Q-Learning
17068,1,CFR
17068,1,Q-Learning
17069,-1,CFR
17069,-1,Q-Learning
17070,-1,CFR
17070,1,Q-Learning
17071,1,CFR
17071,-1,Q-Learning
17072,1,CFR
17072,1,Q-Learning
17073,1,CFR
17073,1,Q-Learning
17074,-1,CFR
17074,-1,Q-Learning
17075,1,CFR
17075,1,Q-Learning
17076,-1,CFR
17076,-2,Q-Learning
17077,-1,CFR
17077,-1,Q-Learning
17078,1,CFR
17078,1,Q-Learning
17079,-2,CFR
17079,-1,Q-Learning
17080,-2,CFR
17080,-1,Q-Learning
17081,1,CFR
17081,2,Q-Learning
17082,-1,CFR
17082,1,Q-Learning
17083,1,CFR
17083,1,Q-Learning
17084,-1,CFR
17084,-1,Q-Learning
17085,1,CFR
17085,-1,Q-Learning
17086,1,CFR
17086,1,Q-Learning
17087,1,CFR
17087,1,Q-Learning
17088,1,CFR
17088,-1,Q-Learning
17089,1,CFR
17089,-2,Q-Learning
17090,1,CFR
17090,-1,Q-Learning
17091,1,CFR
17091,-2,Q-Learning
17092,1,CFR
17092,-1,Q-Learning
17093,1,CFR
17093,1,Q-Learning
17094,-2,CFR
17094,1,Q-Learning
17095,1,CFR
17095,1,Q-Learning
17096,1,CFR
17096,-1,Q-Learning
17097,-1,CFR
17097,-2,Q-Learning
17098,-2,CFR
17098,1,Q-Learning
17099,-1,CFR
17099,-1,Q-Learning
17100,-2,CFR
17100,-1,Q-Learning
17101,-2,CFR
17101,1,Q-Learning
17102,-1,CFR
17102,1,Q-Learning
17103,1,CFR
17103,-1,Q-Learning
17104,-1,CFR
17104,1,Q-Learning
17105,-1,CFR
17105,-1,Q-Learning
17106,2,CFR
17106,-1,Q-Learning
17107,1,CFR
17107,-1,Q-Learning
17108,1,CFR
17108,-1,Q-Learning
17109,-1,CFR
17109,-1,Q-Learning
17110,-2,CFR
17110,1,Q-Learning
17111,1,CFR
17111,-1,Q-Learning
17112,1,CFR
17112,-1,Q-Learning
17113,-1,CFR
17113,-1,Q-Learning
17114,-1,CFR
17114,-1,Q-Learning
17115,-1,CFR
17115,-1,Q-Learning
17116,-1,CFR
17116,-1,Q-Learning
17117,-1,CFR
17117,1,Q-Learning
17118,-1,CFR
17118,-1,Q-Learning
17119,-2,CFR
17119,1,Q-Learning
17120,-1,CFR
17120,-1,Q-Learning
17121,1,CFR
17121,1,Q-Learning
17122,-1,CFR
17122,1,Q-Learning
17123,-1,CFR
17123,-1,Q-Learning
17124,1,CFR
17124,1,Q-Learning
17125,-1,CFR
17125,1,Q-Learning
17126,-1,CFR
17126,2,Q-Learning
17127,-1,CFR
17127,-1,Q-Learning
17128,-1,CFR
17128,-1,Q-Learning
17129,1,CFR
17129,2,Q-Learning
17130,-1,CFR
17130,-1,Q-Learning
17131,-2,CFR
17131,-1,Q-Learning
17132,-1,CFR
17132,1,Q-Learning
17133,-1,CFR
17133,-1,Q-Learning
17134,-1,CFR
17134,1,Q-Learning
17135,-2,CFR
17135,1,Q-Learning
17136,1,CFR
17136,2,Q-Learning
17137,1,CFR
17137,1,Q-Learning
17138,1,CFR
17138,1,Q-Learning
17139,-1,CFR
17139,1,Q-Learning
17140,-1,CFR
17140,1,Q-Learning
17141,-2,CFR
17141,-2,Q-Learning
17142,2,CFR
17142,1,Q-Learning
17143,1,CFR
17143,-1,Q-Learning
17144,-1,CFR
17144,-1,Q-Learning
17145,-1,CFR
17145,-1,Q-Learning
17146,-1,CFR
17146,1,Q-Learning
17147,1,CFR
17147,-1,Q-Learning
17148,-1,CFR
17148,-1,Q-Learning
17149,1,CFR
17149,1,Q-Learning
17150,-1,CFR
17150,1,Q-Learning
17151,1,CFR
17151,1,Q-Learning
17152,1,CFR
17152,-1,Q-Learning
17153,-1,CFR
17153,1,Q-Learning
17154,-1,CFR
17154,-1,Q-Learning
17155,-1,CFR
17155,1,Q-Learning
17156,1,CFR
17156,1,Q-Learning
17157,2,CFR
17157,1,Q-Learning
17158,-1,CFR
17158,-1,Q-Learning
17159,-1,CFR
17159,-1,Q-Learning
17160,1,CFR
17160,-1,Q-Learning
17161,-1,CFR
17161,1,Q-Learning
17162,-2,CFR
17162,1,Q-Learning
17163,-2,CFR
17163,1,Q-Learning
17164,1,CFR
17164,1,Q-Learning
17165,-1,CFR
17165,2,Q-Learning
17166,1,CFR
17166,-1,Q-Learning
17167,1,CFR
17167,1,Q-Learning
17168,1,CFR
17168,-1,Q-Learning
17169,1,CFR
17169,1,Q-Learning
17170,1,CFR
17170,1,Q-Learning
17171,-1,CFR
17171,1,Q-Learning
17172,-1,CFR
17172,1,Q-Learning
17173,-1,CFR
17173,1,Q-Learning
17174,-1,CFR
17174,-1,Q-Learning
17175,1,CFR
17175,-1,Q-Learning
17176,-1,CFR
17176,1,Q-Learning
17177,1,CFR
17177,-1,Q-Learning
17178,1,CFR
17178,1,Q-Learning
17179,1,CFR
17179,-1,Q-Learning
17180,1,CFR
17180,1,Q-Learning
17181,1,CFR
17181,-1,Q-Learning
17182,-1,CFR
17182,-1,Q-Learning
17183,-2,CFR
17183,1,Q-Learning
17184,-1,CFR
17184,1,Q-Learning
17185,-1,CFR
17185,1,Q-Learning
17186,1,CFR
17186,1,Q-Learning
17187,1,CFR
17187,1,Q-Learning
17188,1,CFR
17188,-1,Q-Learning
17189,-1,CFR
17189,-1,Q-Learning
17190,2,CFR
17190,-1,Q-Learning
17191,-1,CFR
17191,1,Q-Learning
17192,1,CFR
17192,-1,Q-Learning
17193,1,CFR
17193,1,Q-Learning
17194,-1,CFR
17194,1,Q-Learning
17195,1,CFR
17195,1,Q-Learning
17196,1,CFR
17196,1,Q-Learning
17197,-1,CFR
17197,1,Q-Learning
17198,-1,CFR
17198,-1,Q-Learning
17199,-1,CFR
17199,1,Q-Learning
17200,-1,CFR
17200,-1,Q-Learning
17201,-1,CFR
17201,1,Q-Learning
17202,-2,CFR
17202,1,Q-Learning
17203,2,CFR
17203,-1,Q-Learning
17204,-1,CFR
17204,-1,Q-Learning
17205,1,CFR
17205,-1,Q-Learning
17206,-1,CFR
17206,-1,Q-Learning
17207,1,CFR
17207,-1,Q-Learning
17208,-1,CFR
17208,1,Q-Learning
17209,-1,CFR
17209,1,Q-Learning
17210,-1,CFR
17210,1,Q-Learning
17211,-1,CFR
17211,-1,Q-Learning
17212,-1,CFR
17212,-1,Q-Learning
17213,-1,CFR
17213,-1,Q-Learning
17214,-1,CFR
17214,1,Q-Learning
17215,-1,CFR
17215,-1,Q-Learning
17216,1,CFR
17216,1,Q-Learning
17217,-2,CFR
17217,1,Q-Learning
17218,1,CFR
17218,1,Q-Learning
17219,1,CFR
17219,2,Q-Learning
17220,-2,CFR
17220,-1,Q-Learning
17221,1,CFR
17221,1,Q-Learning
17222,-1,CFR
17222,-1,Q-Learning
17223,-1,CFR
17223,1,Q-Learning
17224,2,CFR
17224,2,Q-Learning
17225,-1,CFR
17225,1,Q-Learning
17226,1,CFR
17226,1,Q-Learning
17227,-1,CFR
17227,1,Q-Learning
17228,1,CFR
17228,1,Q-Learning
17229,1,CFR
17229,1,Q-Learning
17230,1,CFR
17230,-1,Q-Learning
17231,2,CFR
17231,-1,Q-Learning
17232,-1,CFR
17232,1,Q-Learning
17233,1,CFR
17233,1,Q-Learning
17234,1,CFR
17234,-1,Q-Learning
17235,-1,CFR
17235,-1,Q-Learning
17236,1,CFR
17236,1,Q-Learning
17237,1,CFR
17237,-1,Q-Learning
17238,1,CFR
17238,1,Q-Learning
17239,-1,CFR
17239,1,Q-Learning
17240,1,CFR
17240,1,Q-Learning
17241,1,CFR
17241,-1,Q-Learning
17242,-1,CFR
17242,-1,Q-Learning
17243,1,CFR
17243,-1,Q-Learning
17244,1,CFR
17244,1,Q-Learning
17245,-1,CFR
17245,1,Q-Learning
17246,1,CFR
17246,1,Q-Learning
17247,-1,CFR
17247,-1,Q-Learning
17248,-2,CFR
17248,-1,Q-Learning
17249,2,CFR
17249,1,Q-Learning
17250,1,CFR
17250,1,Q-Learning
17251,-1,CFR
17251,-1,Q-Learning
17252,1,CFR
17252,-1,Q-Learning
17253,-1,CFR
17253,-1,Q-Learning
17254,1,CFR
17254,-1,Q-Learning
17255,1,CFR
17255,-1,Q-Learning
17256,-1,CFR
17256,1,Q-Learning
17257,-2,CFR
17257,-1,Q-Learning
17258,1,CFR
17258,1,Q-Learning
17259,-1,CFR
17259,-1,Q-Learning
17260,1,CFR
17260,-1,Q-Learning
17261,-2,CFR
17261,-1,Q-Learning
17262,-1,CFR
17262,2,Q-Learning
17263,1,CFR
17263,-1,Q-Learning
17264,-1,CFR
17264,1,Q-Learning
17265,1,CFR
17265,-1,Q-Learning
17266,-1,CFR
17266,1,Q-Learning
17267,1,CFR
17267,-1,Q-Learning
17268,-1,CFR
17268,-1,Q-Learning
17269,1,CFR
17269,-1,Q-Learning
17270,2,CFR
17270,-1,Q-Learning
17271,-1,CFR
17271,-1,Q-Learning
17272,1,CFR
17272,-1,Q-Learning
