episode,reward,agent
16005,1,CFR
16005,1,Q-Learning
16006,1,CFR
16006,-1,Q-Learning
16007,-1,CFR
16007,-1,Q-Learning
16008,1,CFR
16008,1,Q-Learning
16009,1,CFR
16009,1,Q-Learning
16010,-2,CFR
16010,-1,Q-Learning
16011,-1,CFR
16011,-1,Q-Learning
16012,-1,CFR
16012,1,Q-Learning
16013,-1,CFR
16013,-1,Q-Learning
16014,-1,CFR
16014,-1,Q-Learning
16015,-1,CFR
16015,-1,Q-Learning
16016,-1,CFR
16016,-1,Q-Learning
16017,1,CFR
16017,2,Q-Learning
16018,-1,CFR
16018,1,Q-Learning
16019,-1,CFR
16019,-1,Q-Learning
16020,-1,CFR
16020,1,Q-Learning
16021,-1,CFR
16021,1,Q-Learning
16022,1,CFR
16022,-1,Q-Learning
16023,-1,CFR
16023,-1,Q-Learning
16024,-1,CFR
16024,1,Q-Learning
16025,-1,CFR
16025,1,Q-Learning
16026,2,CFR
16026,1,Q-Learning
16027,-1,CFR
16027,1,Q-Learning
16028,1,CFR
16028,1,Q-Learning
16029,-1,CFR
16029,1,Q-Learning
16030,-1,CFR
16030,-1,Q-Learning
16031,1,CFR
16031,-1,Q-Learning
16032,-2,CFR
16032,1,Q-Learning
16033,2,CFR
16033,-1,Q-Learning
16034,-1,CFR
16034,-1,Q-Learning
16035,-1,CFR
16035,-2,Q-Learning
16036,2,CFR
16036,-2,Q-Learning
16037,-2,CFR
16037,1,Q-Learning
16038,-1,CFR
16038,-1,Q-Learning
16039,-2,CFR
16039,1,Q-Learning
16040,-1,CFR
16040,-1,Q-Learning
16041,1,CFR
16041,1,Q-Learning
16042,-2,CFR
16042,1,Q-Learning
16043,-1,CFR
16043,1,Q-Learning
16044,1,CFR
16044,-1,Q-Learning
16045,1,CFR
16045,-1,Q-Learning
16046,2,CFR
16046,1,Q-Learning
16047,-1,CFR
16047,-1,Q-Learning
16048,-1,CFR
16048,1,Q-Learning
16049,1,CFR
16049,-1,Q-Learning
16050,1,CFR
16050,-1,Q-Learning
16051,1,CFR
16051,-1,Q-Learning
16052,2,CFR
16052,1,Q-Learning
16053,-1,CFR
16053,-1,Q-Learning
16054,1,CFR
16054,-1,Q-Learning
16055,1,CFR
16055,-1,Q-Learning
16056,-2,CFR
16056,-1,Q-Learning
16057,1,CFR
16057,-1,Q-Learning
16058,-2,CFR
16058,-1,Q-Learning
16059,1,CFR
16059,-1,Q-Learning
16060,1,CFR
16060,1,Q-Learning
16061,1,CFR
16061,-1,Q-Learning
16062,1,CFR
16062,1,Q-Learning
16063,-1,CFR
16063,-1,Q-Learning
16064,-1,CFR
16064,-1,Q-Learning
16065,-1,CFR
16065,-1,Q-Learning
16066,2,CFR
16066,-2,Q-Learning
16067,1,CFR
16067,-1,Q-Learning
16068,-1,CFR
16068,1,Q-Learning
16069,1,CFR
16069,1,Q-Learning
16070,-1,CFR
16070,2,Q-Learning
16071,-1,CFR
16071,-1,Q-Learning
16072,1,CFR
16072,-1,Q-Learning
16073,-1,CFR
16073,-1,Q-Learning
16074,-1,CFR
16074,-1,Q-Learning
16075,-1,CFR
16075,1,Q-Learning
16076,-1,CFR
16076,1,Q-Learning
16077,-1,CFR
16077,-2,Q-Learning
16078,2,CFR
16078,-1,Q-Learning
16079,1,CFR
16079,-2,Q-Learning
16080,1,CFR
16080,1,Q-Learning
16081,1,CFR
16081,1,Q-Learning
16082,-1,CFR
16082,-1,Q-Learning
16083,-1,CFR
16083,1,Q-Learning
16084,1,CFR
16084,-1,Q-Learning
16085,1,CFR
16085,-1,Q-Learning
16086,-2,CFR
16086,-1,Q-Learning
16087,1,CFR
16087,-1,Q-Learning
16088,-1,CFR
16088,1,Q-Learning
16089,1,CFR
16089,-1,Q-Learning
16090,-1,CFR
16090,1,Q-Learning
16091,1,CFR
16091,1,Q-Learning
16092,-1,CFR
16092,-1,Q-Learning
16093,1,CFR
16093,1,Q-Learning
16094,-1,CFR
16094,-1,Q-Learning
16095,-1,CFR
16095,1,Q-Learning
16096,1,CFR
16096,1,Q-Learning
16097,-2,CFR
16097,1,Q-Learning
16098,1,CFR
16098,1,Q-Learning
16099,1,CFR
16099,-1,Q-Learning
16100,-1,CFR
16100,1,Q-Learning
16101,1,CFR
16101,1,Q-Learning
16102,-2,CFR
16102,-1,Q-Learning
16103,-1,CFR
16103,-1,Q-Learning
16104,1,CFR
16104,-1,Q-Learning
16105,2,CFR
16105,-1,Q-Learning
16106,2,CFR
16106,-1,Q-Learning
16107,-1,CFR
16107,1,Q-Learning
16108,-1,CFR
16108,1,Q-Learning
16109,2,CFR
16109,-1,Q-Learning
16110,-1,CFR
16110,-1,Q-Learning
16111,-1,CFR
16111,1,Q-Learning
16112,-1,CFR
16112,1,Q-Learning
16113,1,CFR
16113,-1,Q-Learning
16114,-1,CFR
16114,-2,Q-Learning
16115,1,CFR
16115,-1,Q-Learning
16116,1,CFR
16116,1,Q-Learning
16117,-2,CFR
16117,-1,Q-Learning
16118,1,CFR
16118,1,Q-Learning
16119,1,CFR
16119,-1,Q-Learning
16120,-1,CFR
16120,1,Q-Learning
16121,-1,CFR
16121,-1,Q-Learning
16122,1,CFR
16122,-1,Q-Learning
16123,2,CFR
16123,-1,Q-Learning
16124,1,CFR
16124,-1,Q-Learning
16125,-1,CFR
16125,-1,Q-Learning
16126,-1,CFR
16126,1,Q-Learning
16127,-1,CFR
16127,-1,Q-Learning
16128,1,CFR
16128,-1,Q-Learning
16129,1,CFR
16129,1,Q-Learning
16130,1,CFR
16130,-1,Q-Learning
16131,-1,CFR
16131,1,Q-Learning
16132,1,CFR
16132,-1,Q-Learning
16133,-2,CFR
16133,-1,Q-Learning
16134,-1,CFR
16134,-1,Q-Learning
16135,-1,CFR
16135,-1,Q-Learning
16136,-1,CFR
16136,1,Q-Learning
16137,-1,CFR
16137,1,Q-Learning
16138,-1,CFR
16138,1,Q-Learning
16139,-1,CFR
16139,1,Q-Learning
16140,1,CFR
16140,-1,Q-Learning
16141,-1,CFR
16141,-1,Q-Learning
16142,1,CFR
16142,1,Q-Learning
16143,-1,CFR
16143,1,Q-Learning
16144,-2,CFR
16144,-1,Q-Learning
16145,1,CFR
16145,1,Q-Learning
16146,1,CFR
16146,-2,Q-Learning
16147,-2,CFR
16147,-1,Q-Learning
16148,-2,CFR
16148,-1,Q-Learning
16149,-1,CFR
16149,2,Q-Learning
16150,1,CFR
16150,-1,Q-Learning
16151,-1,CFR
16151,-1,Q-Learning
16152,1,CFR
16152,1,Q-Learning
16153,-2,CFR
16153,2,Q-Learning
16154,-1,CFR
16154,-1,Q-Learning
16155,1,CFR
16155,1,Q-Learning
16156,-1,CFR
16156,-1,Q-Learning
16157,-1,CFR
16157,1,Q-Learning
16158,-1,CFR
16158,1,Q-Learning
16159,-1,CFR
16159,1,Q-Learning
16160,1,CFR
16160,1,Q-Learning
16161,-1,CFR
16161,1,Q-Learning
16162,-1,CFR
16162,-1,Q-Learning
16163,1,CFR
16163,2,Q-Learning
16164,-2,CFR
16164,-1,Q-Learning
16165,-2,CFR
16165,1,Q-Learning
16166,2,CFR
16166,1,Q-Learning
16167,1,CFR
16167,1,Q-Learning
16168,-1,CFR
16168,-1,Q-Learning
16169,-1,CFR
16169,1,Q-Learning
16170,-2,CFR
16170,-1,Q-Learning
16171,-1,CFR
16171,1,Q-Learning
16172,-1,CFR
16172,1,Q-Learning
16173,1,CFR
16173,2,Q-Learning
16174,-1,CFR
16174,1,Q-Learning
16175,1,CFR
16175,1,Q-Learning
16176,1,CFR
16176,-1,Q-Learning
16177,2,CFR
16177,-1,Q-Learning
16178,2,CFR
16178,-1,Q-Learning
16179,1,CFR
16179,-1,Q-Learning
16180,-2,CFR
16180,1,Q-Learning
16181,1,CFR
16181,-1,Q-Learning
16182,-1,CFR
16182,-1,Q-Learning
16183,-1,CFR
16183,1,Q-Learning
16184,1,CFR
16184,-1,Q-Learning
16185,-2,CFR
16185,-1,Q-Learning
16186,-1,CFR
16186,1,Q-Learning
16187,1,CFR
16187,1,Q-Learning
16188,-1,CFR
16188,-1,Q-Learning
16189,-1,CFR
16189,1,Q-Learning
16190,-1,CFR
16190,-1,Q-Learning
16191,1,CFR
16191,-1,Q-Learning
16192,1,CFR
16192,-1,Q-Learning
16193,-1,CFR
16193,1,Q-Learning
16194,1,CFR
16194,1,Q-Learning
16195,-1,CFR
16195,1,Q-Learning
16196,1,CFR
16196,-1,Q-Learning
16197,-1,CFR
16197,2,Q-Learning
16198,1,CFR
16198,1,Q-Learning
16199,-1,CFR
16199,1,Q-Learning
16200,-1,CFR
16200,1,Q-Learning
16201,1,CFR
16201,-1,Q-Learning
16202,1,CFR
16202,1,Q-Learning
16203,2,CFR
16203,-1,Q-Learning
16204,1,CFR
16204,1,Q-Learning
16205,1,CFR
16205,1,Q-Learning
16206,1,CFR
16206,1,Q-Learning
16207,-1,CFR
16207,1,Q-Learning
16208,-1,CFR
16208,1,Q-Learning
16209,1,CFR
16209,1,Q-Learning
16210,-1,CFR
16210,-1,Q-Learning
16211,1,CFR
16211,1,Q-Learning
16212,-1,CFR
16212,-1,Q-Learning
16213,-2,CFR
16213,2,Q-Learning
16214,1,CFR
16214,-1,Q-Learning
16215,1,CFR
16215,-1,Q-Learning
16216,-1,CFR
16216,1,Q-Learning
16217,-2,CFR
16217,1,Q-Learning
16218,1,CFR
16218,-1,Q-Learning
16219,-1,CFR
16219,1,Q-Learning
16220,-2,CFR
16220,-2,Q-Learning
16221,-1,CFR
16221,-1,Q-Learning
16222,2,CFR
16222,-1,Q-Learning
16223,1,CFR
16223,1,Q-Learning
16224,2,CFR
16224,-1,Q-Learning
16225,-1,CFR
16225,-1,Q-Learning
16226,-1,CFR
16226,1,Q-Learning
16227,-1,CFR
16227,-1,Q-Learning
16228,1,CFR
16228,1,Q-Learning
16229,-1,CFR
16229,-1,Q-Learning
16230,-2,CFR
16230,1,Q-Learning
16231,1,CFR
16231,1,Q-Learning
16232,1,CFR
16232,-1,Q-Learning
16233,-1,CFR
16233,-1,Q-Learning
16234,-1,CFR
16234,1,Q-Learning
16235,-2,CFR
16235,-1,Q-Learning
16236,1,CFR
16236,1,Q-Learning
16237,1,CFR
16237,-1,Q-Learning
16238,1,CFR
16238,-1,Q-Learning
16239,-1,CFR
16239,-2,Q-Learning
16240,1,CFR
16240,1,Q-Learning
16241,-1,CFR
16241,1,Q-Learning
16242,1,CFR
16242,1,Q-Learning
16243,1,CFR
16243,-1,Q-Learning
16244,1,CFR
16244,1,Q-Learning
16245,-1,CFR
16245,1,Q-Learning
16246,-1,CFR
16246,-1,Q-Learning
16247,-1,CFR
16247,1,Q-Learning
16248,1,CFR
16248,-1,Q-Learning
16249,-1,CFR
16249,1,Q-Learning
16250,-1,CFR
16250,-1,Q-Learning
16251,-1,CFR
16251,-1,Q-Learning
16252,-1,CFR
16252,-1,Q-Learning
16253,1,CFR
16253,1,Q-Learning
16254,-1,CFR
16254,1,Q-Learning
16255,1,CFR
16255,1,Q-Learning
16256,-1,CFR
16256,1,Q-Learning
16257,-1,CFR
16257,-1,Q-Learning
16258,1,CFR
16258,-1,Q-Learning
16259,1,CFR
16259,-1,Q-Learning
16260,1,CFR
16260,-1,Q-Learning
16261,-1,CFR
16261,1,Q-Learning
16262,-1,CFR
16262,1,Q-Learning
16263,-2,CFR
16263,2,Q-Learning
16264,1,CFR
16264,-1,Q-Learning
16265,2,CFR
16265,1,Q-Learning
16266,1,CFR
16266,1,Q-Learning
16267,1,CFR
16267,-1,Q-Learning
16268,1,CFR
16268,-1,Q-Learning
16269,-1,CFR
16269,1,Q-Learning
16270,1,CFR
16270,-1,Q-Learning
16271,-2,CFR
16271,-1,Q-Learning
16272,1,CFR
16272,-1,Q-Learning
16273,-1,CFR
16273,1,Q-Learning
16274,1,CFR
16274,-2,Q-Learning
16275,-1,CFR
16275,1,Q-Learning
16276,1,CFR
16276,1,Q-Learning
16277,-1,CFR
16277,1,Q-Learning
16278,-1,CFR
16278,-1,Q-Learning
16279,-2,CFR
16279,1,Q-Learning
16280,-1,CFR
16280,-1,Q-Learning
16281,2,CFR
16281,-1,Q-Learning
16282,-1,CFR
16282,-1,Q-Learning
16283,1,CFR
16283,-1,Q-Learning
16284,-1,CFR
16284,-1,Q-Learning
16285,-2,CFR
16285,-1,Q-Learning
16286,-1,CFR
16286,-1,Q-Learning
16287,-1,CFR
16287,-1,Q-Learning
16288,1,CFR
16288,1,Q-Learning
16289,-1,CFR
16289,-1,Q-Learning
16290,1,CFR
16290,-1,Q-Learning
16291,1,CFR
16291,-1,Q-Learning
16292,-1,CFR
16292,-1,Q-Learning
16293,-1,CFR
16293,-1,Q-Learning
16294,2,CFR
16294,1,Q-Learning
16295,-1,CFR
16295,-1,Q-Learning
16296,-2,CFR
16296,1,Q-Learning
16297,-1,CFR
16297,-1,Q-Learning
16298,-2,CFR
16298,-1,Q-Learning
16299,1,CFR
16299,1,Q-Learning
16300,1,CFR
16300,1,Q-Learning
16301,-1,CFR
16301,-1,Q-Learning
16302,1,CFR
16302,-1,Q-Learning
16303,-1,CFR
16303,-1,Q-Learning
16304,-1,CFR
16304,-1,Q-Learning
16305,1,CFR
16305,1,Q-Learning
16306,1,CFR
16306,-1,Q-Learning
16307,-1,CFR
16307,1,Q-Learning
16308,1,CFR
16308,1,Q-Learning
16309,1,CFR
16309,-1,Q-Learning
16310,-1,CFR
16310,-1,Q-Learning
16311,-1,CFR
16311,1,Q-Learning
16312,1,CFR
16312,-1,Q-Learning
16313,-1,CFR
16313,-1,Q-Learning
16314,1,CFR
16314,-1,Q-Learning
16315,1,CFR
16315,1,Q-Learning
16316,-1,CFR
16316,-1,Q-Learning
16317,-1,CFR
16317,-1,Q-Learning
16318,1,CFR
16318,-2,Q-Learning
16319,2,CFR
16319,1,Q-Learning
16320,1,CFR
16320,-1,Q-Learning
16321,-1,CFR
16321,1,Q-Learning
16322,1,CFR
16322,1,Q-Learning
16323,-2,CFR
16323,1,Q-Learning
16324,1,CFR
16324,1,Q-Learning
16325,1,CFR
16325,-1,Q-Learning
16326,1,CFR
16326,1,Q-Learning
16327,2,CFR
16327,-1,Q-Learning
16328,-1,CFR
16328,1,Q-Learning
16329,-1,CFR
16329,-1,Q-Learning
16330,2,CFR
16330,-1,Q-Learning
16331,1,CFR
16331,-1,Q-Learning
16332,-1,CFR
16332,-1,Q-Learning
16333,-2,CFR
16333,-1,Q-Learning
16334,1,CFR
16334,-1,Q-Learning
16335,-1,CFR
16335,2,Q-Learning
16336,-1,CFR
16336,-1,Q-Learning
16337,-1,CFR
16337,2,Q-Learning
16338,-1,CFR
16338,-1,Q-Learning
16339,-1,CFR
16339,-1,Q-Learning
16340,-1,CFR
16340,-1,Q-Learning
16341,-1,CFR
16341,-1,Q-Learning
16342,1,CFR
16342,-1,Q-Learning
16343,1,CFR
16343,1,Q-Learning
16344,2,CFR
16344,-1,Q-Learning
16345,1,CFR
16345,2,Q-Learning
16346,-1,CFR
16346,-1,Q-Learning
16347,1,CFR
16347,1,Q-Learning
16348,1,CFR
16348,-1,Q-Learning
16349,1,CFR
16349,1,Q-Learning
16350,-2,CFR
16350,1,Q-Learning
16351,-1,CFR
16351,-1,Q-Learning
16352,-1,CFR
16352,-1,Q-Learning
16353,-1,CFR
16353,-2,Q-Learning
16354,-1,CFR
16354,1,Q-Learning
16355,-1,CFR
16355,1,Q-Learning
16356,1,CFR
16356,-1,Q-Learning
16357,-1,CFR
16357,-1,Q-Learning
16358,1,CFR
16358,1,Q-Learning
16359,-1,CFR
16359,-1,Q-Learning
16360,-1,CFR
16360,1,Q-Learning
16361,-1,CFR
16361,1,Q-Learning
16362,-1,CFR
16362,1,Q-Learning
16363,-2,CFR
16363,1,Q-Learning
16364,-1,CFR
16364,-1,Q-Learning
16365,-1,CFR
16365,1,Q-Learning
16366,-1,CFR
16366,1,Q-Learning
16367,-1,CFR
16367,-1,Q-Learning
16368,2,CFR
16368,-1,Q-Learning
16369,1,CFR
16369,-1,Q-Learning
16370,-1,CFR
16370,-1,Q-Learning
16371,-1,CFR
16371,-1,Q-Learning
16372,-1,CFR
16372,1,Q-Learning
16373,-1,CFR
16373,1,Q-Learning
16374,1,CFR
16374,1,Q-Learning
16375,1,CFR
16375,1,Q-Learning
16376,1,CFR
16376,-1,Q-Learning
16377,-1,CFR
16377,-1,Q-Learning
16378,-1,CFR
16378,1,Q-Learning
16379,1,CFR
16379,-1,Q-Learning
16380,-2,CFR
16380,2,Q-Learning
16381,1,CFR
16381,1,Q-Learning
16382,1,CFR
16382,1,Q-Learning
16383,1,CFR
16383,-1,Q-Learning
16384,-1,CFR
16384,-1,Q-Learning
16385,2,CFR
16385,-1,Q-Learning
16386,-1,CFR
16386,-1,Q-Learning
16387,1,CFR
16387,-1,Q-Learning
16388,-1,CFR
16388,-1,Q-Learning
16389,-1,CFR
16389,-1,Q-Learning
16390,1,CFR
16390,1,Q-Learning
16391,1,CFR
16391,1,Q-Learning
16392,1,CFR
16392,-1,Q-Learning
16393,-1,CFR
16393,1,Q-Learning
16394,1,CFR
16394,-1,Q-Learning
16395,-1,CFR
16395,1,Q-Learning
16396,1,CFR
16396,-1,Q-Learning
16397,1,CFR
16397,1,Q-Learning
16398,1,CFR
16398,-1,Q-Learning
16399,-2,CFR
16399,-1,Q-Learning
16400,1,CFR
16400,-1,Q-Learning
16401,1,CFR
16401,-1,Q-Learning
16402,-1,CFR
16402,-1,Q-Learning
16403,1,CFR
16403,-1,Q-Learning
16404,2,CFR
16404,-1,Q-Learning
16405,1,CFR
16405,-1,Q-Learning
16406,2,CFR
16406,1,Q-Learning
16407,2,CFR
16407,1,Q-Learning
16408,-1,CFR
16408,1,Q-Learning
16409,-1,CFR
16409,1,Q-Learning
16410,-1,CFR
16410,-1,Q-Learning
16411,-2,CFR
16411,1,Q-Learning
16412,-1,CFR
16412,-1,Q-Learning
16413,1,CFR
16413,-1,Q-Learning
16414,1,CFR
16414,1,Q-Learning
16415,-1,CFR
16415,-1,Q-Learning
16416,2,CFR
16416,-1,Q-Learning
16417,1,CFR
16417,1,Q-Learning
16418,1,CFR
16418,1,Q-Learning
16419,-1,CFR
16419,-2,Q-Learning
16420,1,CFR
16420,1,Q-Learning
16421,-1,CFR
16421,-1,Q-Learning
16422,-1,CFR
16422,1,Q-Learning
16423,-1,CFR
16423,1,Q-Learning
16424,1,CFR
16424,2,Q-Learning
16425,1,CFR
16425,1,Q-Learning
16426,-1,CFR
16426,1,Q-Learning
16427,-2,CFR
16427,1,Q-Learning
16428,-1,CFR
16428,-1,Q-Learning
16429,-2,CFR
16429,1,Q-Learning
16430,1,CFR
16430,-1,Q-Learning
16431,2,CFR
16431,1,Q-Learning
16432,-2,CFR
16432,-1,Q-Learning
16433,-1,CFR
16433,-1,Q-Learning
16434,-1,CFR
16434,-1,Q-Learning
16435,-1,CFR
16435,1,Q-Learning
16436,1,CFR
16436,-1,Q-Learning
16437,1,CFR
16437,1,Q-Learning
16438,1,CFR
16438,1,Q-Learning
16439,2,CFR
16439,-1,Q-Learning
16440,1,CFR
16440,1,Q-Learning
16441,-2,CFR
16441,-1,Q-Learning
16442,1,CFR
16442,1,Q-Learning
16443,-1,CFR
16443,-1,Q-Learning
16444,2,CFR
16444,-1,Q-Learning
16445,2,CFR
16445,-1,Q-Learning
16446,1,CFR
16446,-1,Q-Learning
16447,-1,CFR
16447,1,Q-Learning
16448,-1,CFR
16448,-1,Q-Learning
16449,-1,CFR
16449,-1,Q-Learning
16450,-1,CFR
16450,2,Q-Learning
16451,-1,CFR
16451,-1,Q-Learning
16452,1,CFR
16452,-1,Q-Learning
16453,-1,CFR
16453,1,Q-Learning
16454,1,CFR
16454,-1,Q-Learning
16455,-1,CFR
16455,1,Q-Learning
16456,1,CFR
16456,-1,Q-Learning
16457,1,CFR
16457,-1,Q-Learning
16458,1,CFR
16458,1,Q-Learning
16459,1,CFR
16459,-1,Q-Learning
16460,1,CFR
16460,1,Q-Learning
16461,-1,CFR
16461,-1,Q-Learning
16462,-1,CFR
16462,1,Q-Learning
16463,-1,CFR
16463,1,Q-Learning
16464,-1,CFR
16464,1,Q-Learning
16465,1,CFR
16465,-1,Q-Learning
16466,-2,CFR
16466,-1,Q-Learning
16467,1,CFR
16467,2,Q-Learning
16468,-2,CFR
16468,-1,Q-Learning
16469,-2,CFR
16469,1,Q-Learning
16470,1,CFR
16470,1,Q-Learning
16471,-1,CFR
16471,-1,Q-Learning
16472,-1,CFR
16472,2,Q-Learning
16473,1,CFR
16473,1,Q-Learning
16474,1,CFR
16474,-2,Q-Learning
16475,2,CFR
16475,1,Q-Learning
16476,1,CFR
16476,-1,Q-Learning
16477,-1,CFR
16477,1,Q-Learning
16478,1,CFR
16478,-1,Q-Learning
16479,1,CFR
16479,1,Q-Learning
16480,2,CFR
16480,-1,Q-Learning
16481,-2,CFR
16481,1,Q-Learning
16482,-1,CFR
16482,-2,Q-Learning
16483,-1,CFR
16483,1,Q-Learning
16484,-1,CFR
16484,1,Q-Learning
16485,1,CFR
16485,-1,Q-Learning
16486,-2,CFR
16486,1,Q-Learning
16487,-1,CFR
16487,1,Q-Learning
16488,1,CFR
16488,-1,Q-Learning
16489,-1,CFR
16489,-1,Q-Learning
16490,1,CFR
16490,-1,Q-Learning
16491,-1,CFR
16491,-1,Q-Learning
16492,-1,CFR
16492,1,Q-Learning
16493,-1,CFR
16493,-1,Q-Learning
16494,2,CFR
16494,1,Q-Learning
16495,1,CFR
16495,1,Q-Learning
16496,1,CFR
16496,-1,Q-Learning
16497,-1,CFR
16497,1,Q-Learning
16498,-1,CFR
16498,1,Q-Learning
16499,-1,CFR
16499,-1,Q-Learning
16500,-2,CFR
16500,-1,Q-Learning
16501,1,CFR
16501,1,Q-Learning
16502,-1,CFR
16502,-1,Q-Learning
16503,-1,CFR
16503,1,Q-Learning
16504,1,CFR
16504,-1,Q-Learning
16505,1,CFR
16505,-1,Q-Learning
16506,-1,CFR
16506,1,Q-Learning
16507,1,CFR
16507,2,Q-Learning
16508,-1,CFR
16508,1,Q-Learning
16509,-1,CFR
16509,1,Q-Learning
16510,-1,CFR
16510,-1,Q-Learning
16511,-1,CFR
16511,1,Q-Learning
16512,-1,CFR
16512,-1,Q-Learning
16513,1,CFR
16513,1,Q-Learning
16514,1,CFR
16514,1,Q-Learning
16515,2,CFR
16515,-1,Q-Learning
16516,2,CFR
16516,-1,Q-Learning
16517,1,CFR
16517,-1,Q-Learning
16518,1,CFR
16518,-1,Q-Learning
16519,1,CFR
16519,-1,Q-Learning
16520,-1,CFR
16520,1,Q-Learning
16521,1,CFR
16521,-1,Q-Learning
16522,1,CFR
16522,1,Q-Learning
16523,-1,CFR
16523,-1,Q-Learning
16524,-1,CFR
16524,-1,Q-Learning
16525,1,CFR
16525,-1,Q-Learning
16526,1,CFR
16526,1,Q-Learning
16527,1,CFR
16527,1,Q-Learning
16528,-1,CFR
16528,1,Q-Learning
16529,-1,CFR
16529,1,Q-Learning
16530,-1,CFR
16530,1,Q-Learning
16531,2,CFR
16531,-1,Q-Learning
16532,2,CFR
16532,-1,Q-Learning
16533,-1,CFR
16533,-1,Q-Learning
16534,1,CFR
16534,1,Q-Learning
16535,-1,CFR
16535,2,Q-Learning
16536,-1,CFR
16536,1,Q-Learning
16537,-1,CFR
16537,-1,Q-Learning
16538,-1,CFR
16538,-1,Q-Learning
16539,-1,CFR
16539,-1,Q-Learning
16540,1,CFR
16540,-1,Q-Learning
16541,2,CFR
16541,1,Q-Learning
16542,-1,CFR
16542,-1,Q-Learning
16543,-1,CFR
16543,1,Q-Learning
16544,1,CFR
16544,1,Q-Learning
16545,-1,CFR
16545,-1,Q-Learning
16546,-1,CFR
16546,1,Q-Learning
16547,-2,CFR
16547,-1,Q-Learning
16548,2,CFR
16548,-1,Q-Learning
16549,-1,CFR
16549,1,Q-Learning
16550,-2,CFR
16550,-1,Q-Learning
16551,1,CFR
16551,-1,Q-Learning
16552,2,CFR
16552,1,Q-Learning
16553,-1,CFR
16553,1,Q-Learning
16554,1,CFR
16554,-1,Q-Learning
16555,1,CFR
16555,1,Q-Learning
16556,1,CFR
16556,-1,Q-Learning
16557,-1,CFR
16557,-1,Q-Learning
16558,-1,CFR
16558,1,Q-Learning
16559,1,CFR
16559,-1,Q-Learning
16560,-2,CFR
16560,-1,Q-Learning
16561,1,CFR
16561,-1,Q-Learning
16562,2,CFR
16562,-1,Q-Learning
16563,-1,CFR
16563,1,Q-Learning
16564,-1,CFR
16564,-1,Q-Learning
16565,-1,CFR
16565,1,Q-Learning
16566,1,CFR
16566,-1,Q-Learning
16567,2,CFR
16567,-1,Q-Learning
16568,2,CFR
16568,-1,Q-Learning
16569,1,CFR
16569,2,Q-Learning
16570,2,CFR
16570,-1,Q-Learning
16571,-1,CFR
16571,1,Q-Learning
16572,1,CFR
16572,-1,Q-Learning
16573,-1,CFR
16573,-1,Q-Learning
16574,-1,CFR
16574,-1,Q-Learning
16575,1,CFR
16575,-1,Q-Learning
16576,1,CFR
16576,-1,Q-Learning
16577,-1,CFR
16577,2,Q-Learning
16578,1,CFR
16578,-1,Q-Learning
16579,-1,CFR
16579,1,Q-Learning
16580,1,CFR
16580,-1,Q-Learning
16581,1,CFR
16581,1,Q-Learning
16582,-1,CFR
16582,-1,Q-Learning
16583,1,CFR
16583,-1,Q-Learning
16584,1,CFR
16584,-1,Q-Learning
16585,-1,CFR
16585,-1,Q-Learning
16586,-2,CFR
16586,-1,Q-Learning
16587,2,CFR
16587,1,Q-Learning
16588,2,CFR
16588,-1,Q-Learning
16589,1,CFR
16589,2,Q-Learning
16590,-2,CFR
16590,-1,Q-Learning
16591,1,CFR
16591,-1,Q-Learning
16592,-2,CFR
16592,-1,Q-Learning
16593,1,CFR
16593,-1,Q-Learning
16594,1,CFR
16594,2,Q-Learning
16595,1,CFR
16595,-1,Q-Learning
16596,1,CFR
16596,2,Q-Learning
16597,1,CFR
16597,1,Q-Learning
16598,-1,CFR
16598,1,Q-Learning
16599,1,CFR
16599,2,Q-Learning
16600,2,CFR
16600,1,Q-Learning
16601,-2,CFR
16601,2,Q-Learning
16602,-1,CFR
16602,-1,Q-Learning
16603,-1,CFR
16603,-2,Q-Learning
16604,-1,CFR
16604,1,Q-Learning
16605,1,CFR
16605,-1,Q-Learning
16606,1,CFR
16606,1,Q-Learning
16607,1,CFR
16607,-1,Q-Learning
16608,-1,CFR
16608,1,Q-Learning
16609,1,CFR
16609,2,Q-Learning
16610,1,CFR
16610,-1,Q-Learning
16611,-1,CFR
16611,-1,Q-Learning
16612,-1,CFR
16612,-1,Q-Learning
16613,1,CFR
16613,-1,Q-Learning
16614,1,CFR
16614,-1,Q-Learning
16615,1,CFR
16615,1,Q-Learning
16616,1,CFR
16616,-1,Q-Learning
16617,1,CFR
16617,1,Q-Learning
16618,-1,CFR
16618,-1,Q-Learning
16619,1,CFR
16619,1,Q-Learning
16620,1,CFR
16620,1,Q-Learning
16621,1,CFR
16621,-1,Q-Learning
16622,-2,CFR
16622,1,Q-Learning
16623,-1,CFR
16623,1,Q-Learning
16624,-1,CFR
16624,-1,Q-Learning
16625,-1,CFR
16625,1,Q-Learning
16626,-1,CFR
16626,-1,Q-Learning
16627,-1,CFR
16627,2,Q-Learning
16628,-1,CFR
16628,2,Q-Learning
16629,-1,CFR
16629,-1,Q-Learning
16630,1,CFR
16630,-1,Q-Learning
16631,1,CFR
16631,-1,Q-Learning
16632,-1,CFR
16632,-1,Q-Learning
16633,-1,CFR
16633,-1,Q-Learning
16634,1,CFR
16634,1,Q-Learning
16635,-1,CFR
16635,-1,Q-Learning
16636,2,CFR
16636,-1,Q-Learning
16637,1,CFR
16637,2,Q-Learning
16638,-2,CFR
